,MS SubClass,MS Zoning_string,Lot Frontage,Lot Area,Street_string,Lot Shape_string,Land Contour_string,Utilities_string,Lot Config_string,Land Slope_string,Neighborhood_string,Condition 1_string,Condition 2_string,Bldg Type_string,House Style_string,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style_string,Roof Matl_string,Exterior 1st_string,Exterior 2nd_string,Mas Vnr Type_string,Mas Vnr Area,Exter Qual,Exter Cond,Foundation_string,Bsmt Qual,Bsmt Cond,Bsmt Exposure_string,BsmtFin Type 1_string,BsmtFin SF 1,BsmtFin Type 2_string,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating_string,Heating QC,Central Air_string,Electrical_string,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional_string,Fireplaces,Fireplace Qu_string,Garage Type_string,Garage Yr Blt,Garage Finish_string,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive_string,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC_string,Misc Val,Mo Sold,Yr Sold,Sale Type_string,SalePrice,Remodeled,total_square_feet,Garage_combined
1092,60,5,65,8158,1,3,3,0,4,0,5,2,2,0,5,7,5,4008004,4008004,1,1,12,12,1,214,4,3,2,4,3,4,6,0,6,0,860,860,0,5,1,4,860,869,0,1729,0,0,2,1,3,1,4,7,7,0,3,1,4008004,0,2,542,3,3,2,386,63,0,0,0,0,3,0,8,4028049,8,200000,0,3898,39102087024
1093,30,5,50,5220,1,0,3,0,4,0,21,2,2,0,2,5,3,3748096,3802500,1,1,13,14,2,0,3,3,0,3,3,4,6,0,6,0,830,830,0,4,1,4,879,0,0,879,0,0,1,0,2,1,3,4,7,0,3,5,3748096,3,1,180,3,3,1,0,108,0,0,0,0,3,0,1,4024036,8,80000,1,2647,6071915520
1094,20,5,60,8172,1,3,3,0,4,0,7,2,2,0,2,5,7,3822025,3960100,3,1,14,9,2,0,3,3,1,3,3,4,5,167,6,0,697,864,0,3,1,4,864,0,0,864,1,0,1,0,2,1,3,5,7,0,3,5,3829849,3,2,572,3,3,0,0,0,0,0,0,0,3,0,4,4024036,8,115000,1,2592,39432125304
1095,20,5,72,9000,1,3,3,0,4,0,15,2,2,0,2,6,5,3825936,3825936,1,1,13,13,1,74,3,3,1,4,3,4,3,616,6,0,580,1196,0,4,1,0,1196,0,0,1196,1,0,1,0,2,1,3,6,7,1,2,1,3825936,2,1,297,3,3,2,0,44,0,0,0,0,3,0,5,4032064,8,139000,0,3632,10226726928
1096,60,5,74,7844,1,3,3,0,4,0,22,2,2,0,5,6,7,3912484,3912484,3,1,6,6,1,203,3,3,1,3,3,4,0,209,6,0,463,672,0,3,1,4,672,728,0,1400,0,0,1,1,3,1,3,6,7,1,5,1,3912484,0,2,440,3,3,2,0,0,0,0,0,0,3,0,3,4024036,8,149500,0,2744,30986873280
1097,70,5,60,9084,1,3,3,0,4,0,7,0,2,0,5,4,5,3763600,3802500,1,1,8,8,2,0,3,3,1,3,3,2,6,0,6,0,755,755,0,3,1,4,755,755,0,1510,1,0,1,0,4,1,3,7,7,1,2,5,3763600,3,1,296,2,1,1,120,0,0,0,0,0,3,0,10,4036081,8,108000,1,3140,2228051200
1098,190,5,60,10800,1,3,3,0,4,0,20,2,2,1,5,4,7,3610000,4000000,1,1,8,8,2,0,3,3,0,0,0,3,4,0,4,0,0,0,0,3,0,0,694,600,0,1294,0,0,2,0,3,2,3,7,7,0,3,6,0,1,0,0,0,0,0,220,114,210,0,0,0,3,0,8,4032064,8,106250,1,1628,0
1099,20,5,74,8556,1,3,3,0,4,0,5,2,2,0,2,7,5,4024036,4024036,1,1,12,12,2,0,4,3,2,4,3,0,6,0,6,0,1240,1240,0,5,1,4,1240,0,0,1240,0,0,2,0,2,1,4,5,7,0,3,1,4024036,2,3,826,3,3,2,140,93,0,0,0,0,3,0,5,4028049,8,194000,0,3953,89744050872
1100,20,5,70,9100,1,3,3,0,4,0,22,5,2,0,2,5,4,3849444,3849444,3,1,13,13,1,51,3,3,1,3,3,4,3,36,6,0,952,988,0,5,1,4,988,0,0,988,1,0,1,0,3,1,3,6,7,0,3,5,3908529,3,2,624,3,3,2,0,0,0,0,0,0,3,0,7,4024036,8,129500,0,2964,43900597728
1101,90,5,63,8668,1,3,3,0,0,0,15,2,2,2,2,5,5,3873024,3873024,1,1,8,8,2,0,3,3,1,3,3,4,6,0,6,0,1560,1560,0,3,1,4,1560,0,0,1560,0,0,2,0,4,2,3,8,7,0,3,5,3873024,3,3,792,3,3,2,0,0,0,0,0,0,3,0,5,4028049,8,126000,0,4680,82820745216
1102,20,5,70,11767,1,3,3,0,4,0,7,2,2,0,2,5,5,3802500,3802500,1,1,8,8,2,0,3,3,1,2,3,2,5,1078,6,0,0,1078,0,3,1,0,1368,0,0,1368,1,0,1,0,3,1,3,6,2,0,3,1,3802500,2,1,195,3,3,2,0,41,211,0,0,0,3,900,6,4036081,8,120000,0,3565,6673387500
1103,20,5,70,8400,1,3,3,0,4,0,5,2,2,0,2,7,5,4016016,4020025,1,1,12,12,1,109,4,3,2,4,3,0,2,712,6,0,761,1473,0,5,1,4,1484,0,0,1484,1,0,2,0,3,1,4,7,7,0,3,1,4016016,2,2,606,3,3,2,0,35,0,144,0,0,3,0,5,4040100,8,213000,1,4465,43806702528
1104,120,5,40,3874,1,0,3,0,4,0,9,2,2,4,2,8,5,3920400,3920400,1,1,13,13,2,0,4,3,1,4,3,1,2,807,6,0,419,1226,0,3,1,4,1226,0,0,1226,1,0,1,0,1,1,4,4,7,1,1,1,3920400,0,2,484,3,3,2,133,78,0,0,0,0,3,0,7,4024036,8,190000,0,3889,34154524800
1105,20,5,0,8076,1,0,3,0,4,0,8,2,2,0,2,6,6,3972049,3976036,1,1,6,6,1,112,3,3,2,4,3,4,2,705,6,0,455,1160,0,4,1,4,1169,0,0,1169,0,1,2,0,3,1,3,6,7,1,5,1,3972049,0,2,402,3,3,2,0,26,0,0,144,0,3,0,7,4024036,8,183500,1,3515,28741746564
1106,80,5,93,10090,1,0,3,0,4,0,15,2,2,0,7,7,5,3853369,3996001,1,1,9,9,1,364,3,3,1,3,3,0,5,242,0,483,0,725,0,3,1,4,1035,616,0,1651,0,1,2,0,4,1,3,6,7,2,5,3,3853369,3,1,276,3,3,2,460,46,0,0,165,0,3,0,10,4028049,8,172000,1,3607,9571768596
1107,20,5,67,8877,1,3,3,0,4,1,7,2,2,0,2,4,6,3755844,3833764,1,1,8,8,2,0,3,3,1,3,3,2,0,690,6,0,126,816,0,5,1,4,816,0,0,816,1,0,1,0,2,1,3,3,7,1,2,5,3833764,3,1,288,2,2,2,0,0,0,0,0,0,3,0,5,4036081,8,100000,1,2448,4416496128
1108,20,5,85,11058,1,3,3,0,0,0,5,2,2,0,2,7,6,4028049,4028049,1,1,12,12,3,212,4,3,2,4,3,4,2,56,6,0,1508,1564,0,5,1,4,1564,0,0,1564,0,0,2,0,3,1,4,6,7,0,3,1,4028049,2,3,814,3,3,2,0,24,0,0,0,0,3,0,2,4032064,8,218836,0,4716,88528460922
1109,190,6,60,10800,1,3,3,0,4,0,20,2,2,1,0,6,7,3629025,4000000,1,1,13,13,2,0,3,3,0,2,3,4,6,0,6,0,482,482,0,5,0,4,1221,691,0,1912,0,0,2,0,3,2,3,7,7,1,5,5,4012009,3,2,672,4,3,2,0,25,212,0,0,0,3,0,4,4032064,8,163000,1,2901,64705681152
1110,20,5,59,10936,1,0,3,0,4,0,8,2,2,0,2,7,5,4024036,4024036,1,1,12,12,2,0,4,3,2,4,3,0,6,0,6,0,1510,1510,0,5,1,4,1525,0,0,1525,0,0,2,1,3,1,4,6,7,1,2,1,4024036,2,2,534,3,3,2,100,18,0,0,0,0,3,0,4,4028049,6,206580,0,4663,38679034032
1111,60,5,65,8461,1,3,3,0,4,0,5,2,2,0,5,6,5,4020025,4024036,1,1,12,12,2,0,4,3,2,4,3,4,6,0,6,0,728,728,0,5,1,4,728,728,0,1456,0,0,2,1,3,1,4,8,7,1,2,1,4020025,0,2,390,3,3,2,0,24,0,0,0,0,3,0,7,4024036,6,163990,1,2936,28220575500
1112,70,6,60,7518,1,3,3,0,3,0,11,2,2,0,5,5,8,3648100,4016016,1,1,0,9,2,0,2,4,0,2,2,4,6,0,6,0,396,396,0,4,1,4,665,665,0,1330,0,0,1,0,3,1,3,7,7,0,3,5,4004001,3,1,390,3,3,0,0,72,45,0,0,0,3,0,7,4024036,8,116500,1,2194,14054043510
1113,60,5,0,8010,1,0,3,0,4,0,8,2,2,0,5,7,5,4008004,4012009,1,1,12,12,2,0,4,3,2,4,3,4,6,0,6,0,840,840,0,5,1,4,840,880,0,1720,0,0,2,1,3,1,4,7,7,1,2,3,4008004,0,2,400,3,3,2,138,48,0,0,0,0,3,0,7,4032064,8,188000,1,3586,28857628800
1114,85,5,0,10050,1,0,3,0,4,0,15,2,2,0,6,5,6,3865156,3865156,1,1,6,6,1,87,3,3,1,3,3,0,2,602,6,0,191,793,0,5,1,4,1280,0,0,1280,0,1,2,0,3,1,3,6,7,1,5,2,3865156,0,2,432,3,3,2,140,40,0,0,0,0,3,0,6,4028049,8,175000,0,3046,30055453056
1115,120,5,38,4740,1,0,3,0,4,0,25,2,2,4,2,8,5,3952144,3952144,1,1,5,5,2,0,4,3,1,4,3,1,2,248,6,0,918,1166,0,4,1,4,1179,0,0,1179,1,0,2,0,2,1,3,5,7,0,3,1,3952144,2,2,480,3,3,2,0,108,0,0,135,0,3,0,10,4028049,8,182000,0,3619,34146524160
1116,30,6,60,6978,1,3,0,0,4,0,20,0,2,0,2,5,7,3709476,3920400,1,1,8,8,2,0,4,4,0,3,3,4,6,0,6,0,850,850,0,3,1,4,960,0,0,960,0,0,1,0,2,1,3,5,7,0,3,5,3924361,2,2,576,3,3,2,0,0,116,0,0,0,3,0,4,4028049,8,103000,1,2660,40687774848
1117,20,5,0,11400,1,3,3,0,4,0,18,2,2,0,2,10,5,4004001,4008004,3,1,12,12,1,705,5,3,2,5,3,1,2,1282,6,0,1351,2633,0,5,1,4,2633,0,0,2633,1,0,2,1,2,1,5,8,7,2,2,1,4004001,2,3,804,3,3,2,314,140,0,0,0,0,3,0,3,4028049,8,466500,1,8353,86918853708
1118,20,5,66,9240,1,0,3,0,4,0,15,2,2,0,2,6,8,3837681,3992004,3,1,8,8,2,0,4,3,1,3,3,4,0,708,6,0,280,988,0,3,1,4,988,0,0,988,1,0,2,0,3,1,4,6,7,0,3,1,3837681,3,1,297,3,3,2,156,0,0,0,0,0,3,0,6,4036081,8,149500,1,3120,10258121313
1119,120,5,24,2304,1,3,3,0,4,0,16,2,2,3,2,7,7,3912484,3912484,1,1,9,2,2,0,3,3,1,4,3,4,2,632,6,6,423,1061,0,3,1,4,1055,0,0,1055,0,0,2,0,2,1,3,4,7,0,3,1,3912484,3,1,319,3,3,2,108,32,0,0,0,0,3,0,4,4028049,8,142500,0,3317,11232741564
1120,30,5,54,7223,1,3,3,0,4,0,6,2,2,0,2,5,5,3709476,3802500,3,1,11,9,2,0,3,3,2,3,3,2,1,319,6,0,971,1290,0,3,1,4,1422,0,0,1422,0,0,1,0,3,1,3,6,7,0,3,5,3892729,3,1,352,3,3,2,0,0,64,0,0,0,3,0,4,4028049,8,136500,1,4002,12332165472
1121,160,4,0,3612,1,0,3,0,4,0,12,2,2,3,5,6,5,3972049,3976036,1,1,12,12,2,0,3,3,2,4,3,4,2,338,6,0,292,630,0,5,1,4,630,690,0,1320,0,0,2,1,3,1,3,5,7,0,3,5,3972049,3,2,484,3,3,2,0,48,0,0,0,0,3,0,6,4024036,8,137000,1,2628,34604490888
1122,20,5,63,12680,1,0,3,0,4,0,17,2,2,0,2,7,6,3952144,3952144,1,1,9,13,1,102,4,3,1,4,4,2,2,983,6,0,692,1675,0,5,1,4,1688,0,0,1688,1,0,2,0,2,1,5,6,7,1,0,1,3952144,2,2,528,3,3,2,0,48,0,0,141,0,3,0,6,4032064,8,226500,0,5086,37561176576
1123,20,5,85,10176,1,3,3,0,4,0,8,2,2,0,2,7,5,3960100,3960100,1,1,6,6,2,0,3,3,2,4,3,1,2,637,6,0,663,1300,0,4,1,4,1341,0,0,1341,1,0,1,1,2,1,4,5,7,1,4,1,3960100,3,2,506,3,3,2,192,0,0,0,0,0,3,0,2,4040100,8,171500,0,4133,36068590800
1124,80,5,55,10780,1,0,3,0,4,0,5,2,2,0,7,5,5,3904576,3904576,1,1,8,8,2,0,3,3,1,3,3,0,0,483,6,0,428,911,0,4,1,4,954,0,0,954,0,0,1,0,3,1,3,6,7,0,3,5,3904576,3,2,576,3,3,2,0,0,0,0,0,0,3,0,7,4024036,8,132500,0,2776,40482643968
1125,90,5,0,8544,1,3,3,0,4,0,15,2,2,2,2,3,4,3798601,3802500,1,1,11,11,1,340,3,3,3,0,0,3,4,0,4,0,0,0,4,2,0,0,1040,0,0,1040,0,0,2,0,2,2,3,6,7,0,3,5,3798601,3,2,400,3,3,2,0,0,0,0,0,0,3,0,5,4024036,8,87500,1,1040,27349927200
1126,60,2,79,10646,1,0,3,0,0,0,24,2,2,0,5,7,5,4004001,4004001,1,1,12,12,1,513,3,3,2,3,3,4,2,681,6,0,177,858,0,5,1,4,872,917,0,1789,1,0,2,1,3,1,3,7,7,1,5,1,4004001,0,2,546,3,3,2,0,0,0,0,0,0,3,0,6,4032064,8,223000,0,3505,39351321828
1127,20,5,80,8400,1,3,3,0,4,0,15,2,2,0,2,6,9,3849444,4020025,1,1,13,13,1,237,4,4,1,3,3,4,6,0,6,0,1319,1319,0,3,1,4,1537,0,0,1537,1,0,1,1,3,1,4,7,7,1,2,1,3849444,2,2,462,3,3,2,0,36,0,0,0,0,3,0,7,4032064,0,174000,1,4211,32011976304
1128,20,5,85,15428,1,3,3,0,4,0,15,2,2,0,2,5,6,3806401,3964081,3,1,8,8,2,0,3,3,1,3,3,4,5,741,6,0,143,884,0,5,1,4,884,0,0,884,1,0,1,0,2,1,3,4,7,0,3,1,3806401,0,1,270,3,3,2,0,0,0,0,195,0,3,0,6,4024036,8,142000,1,2652,9249554430
1129,20,2,81,11216,1,3,3,0,4,0,24,2,2,0,2,8,5,4024036,4024036,1,1,12,12,2,0,4,3,2,4,4,4,6,0,6,0,1489,1489,0,5,1,4,1489,0,0,1489,0,0,2,0,3,1,4,7,7,1,2,1,4024036,2,2,776,3,3,2,0,140,0,0,0,0,3,0,6,4024036,6,232600,0,4607,56207734848
1130,20,5,78,10140,1,3,3,0,4,0,17,2,2,0,2,6,6,3896676,3996001,3,1,6,6,1,99,3,3,1,3,3,4,0,663,3,377,0,1040,0,2,1,4,1309,0,0,1309,1,0,1,1,3,1,4,5,7,1,1,1,3896676,2,2,484,3,3,2,265,0,0,0,0,648,1,0,1,4024036,8,181000,1,3654,33947841312
1131,160,6,42,3964,1,3,3,0,4,0,13,2,2,4,5,6,4,3892729,3892729,1,1,5,5,2,0,3,3,1,4,3,4,0,837,6,0,105,942,0,4,1,4,1291,1230,0,2521,1,0,2,1,5,1,3,10,0,1,2,1,3892729,0,2,576,3,3,2,728,20,0,0,0,0,3,0,6,4024036,8,151400,0,5153,40359814272
1132,20,5,98,11428,1,0,3,0,4,0,19,2,2,0,2,8,5,4024036,4024036,1,1,12,12,3,248,4,3,2,4,3,4,6,0,6,0,1626,1626,0,5,1,4,1634,0,0,1634,0,0,2,0,3,1,4,7,7,1,2,1,4024036,2,3,866,3,3,2,0,44,0,0,0,0,3,0,5,4028049,8,250000,0,4930,94090009752
1133,60,5,80,10421,1,3,3,0,4,0,17,2,2,0,5,7,5,3952144,3952144,1,1,6,6,1,42,3,3,1,4,3,4,2,394,6,0,586,980,0,3,1,4,980,734,0,1714,0,0,2,1,3,1,3,7,7,1,5,1,3952144,3,2,496,3,3,2,228,66,156,0,0,0,3,500,3,4040100,8,196500,0,3968,35284741632
1134,75,6,75,13500,1,3,3,0,0,0,20,2,2,0,4,7,8,3530641,3948169,1,1,13,13,2,0,3,4,2,3,3,4,6,0,6,0,819,819,0,3,1,0,1312,1142,0,2454,0,0,2,0,3,1,3,8,7,1,2,1,3802500,3,2,576,3,3,0,0,148,150,0,0,0,3,0,2,4028049,8,185000,1,4240,39424320000
1135,20,5,75,9000,1,3,3,0,4,0,17,1,2,0,2,6,5,3876961,3876961,1,1,6,6,1,200,3,3,1,3,3,0,1,955,6,0,261,1216,0,3,1,4,1216,0,0,1216,1,0,1,0,3,1,3,5,7,0,3,1,3876961,3,1,336,3,3,2,0,0,0,0,0,0,3,0,8,4036081,8,113000,0,3648,11723930064
1136,20,5,60,8089,1,3,1,0,4,0,25,2,2,0,2,8,6,4028049,4028049,1,1,8,8,1,0,4,3,2,4,3,0,2,945,6,0,474,1419,0,5,1,4,1419,0,0,1419,1,0,2,0,2,1,4,7,7,1,2,1,4028049,2,2,567,3,3,2,140,0,0,0,0,0,3,0,10,4028049,6,392000,0,4397,41110268094
1137,90,5,35,9400,1,0,3,0,1,0,7,2,2,2,6,6,5,3900625,3900625,0,3,14,9,1,250,3,3,1,4,4,1,2,945,6,0,0,945,0,3,1,4,980,0,0,980,0,2,2,0,4,0,3,4,7,0,3,6,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,10,4024036,8,127500,0,2870,0
1138,160,2,24,2117,1,3,3,0,4,0,24,2,2,3,5,6,5,4000000,4000000,1,1,8,8,1,216,4,3,2,4,3,4,2,417,6,0,339,756,0,5,1,4,769,804,0,1573,0,0,2,1,3,1,4,4,7,0,3,5,4000000,3,2,440,3,3,2,0,32,0,0,0,0,3,0,9,4028049,8,177000,0,3117,31680000000
1139,60,2,85,10625,1,3,3,0,4,0,24,2,2,0,5,6,5,4016016,4016016,1,1,12,12,1,353,4,3,2,4,3,0,6,0,6,0,1158,1158,0,5,1,4,1158,1285,0,2443,0,0,2,1,4,1,4,9,3,1,2,3,4016016,2,3,744,3,3,2,193,127,0,0,0,0,3,0,6,4028049,8,265000,0,5079,80673729408
1140,60,2,106,8413,1,0,3,0,4,0,24,2,2,0,5,8,5,3992004,3992004,1,1,12,12,2,0,4,4,2,5,3,2,2,901,6,0,319,1220,0,5,1,4,1220,1142,0,2362,1,0,2,1,3,1,4,8,7,2,5,1,3992004,2,2,1105,4,3,2,147,0,36,0,144,0,3,0,6,4028049,8,312500,0,4949,105867946080
1141,75,6,75,13500,1,3,3,0,4,0,20,0,3,0,4,10,9,3583449,4000000,1,1,13,13,2,0,5,5,0,3,3,4,6,0,6,0,1237,1237,0,4,1,4,1521,1254,0,2775,0,0,3,1,3,1,4,9,7,1,2,5,3952144,3,2,880,4,3,2,105,502,0,0,0,0,3,0,7,4032064,8,325000,1,5856,83469281280
1142,20,5,0,15676,1,0,2,0,4,0,27,2,2,0,2,8,8,3920400,3920400,1,1,12,12,1,115,4,4,1,4,4,1,0,1733,5,92,189,2014,0,4,1,4,2014,0,0,2014,1,0,2,0,2,1,4,6,0,2,2,1,3920400,2,3,864,3,3,2,462,0,0,255,0,0,3,0,4,4036081,8,275000,0,6504,91455091200
1143,60,5,82,9950,1,0,3,0,4,0,18,2,2,0,5,7,5,3980025,3980025,1,1,12,12,1,290,4,3,2,4,3,4,2,565,6,0,638,1203,0,5,1,4,1214,1306,0,2520,0,0,2,1,4,1,4,9,7,1,5,1,3980025,2,3,721,3,3,2,224,114,0,0,0,0,3,0,6,4028049,8,290000,0,5264,77479146675
1144,20,5,39,15410,1,0,3,0,1,0,22,7,2,0,2,6,6,3896676,4008004,3,1,9,9,0,250,3,4,1,3,3,1,1,126,2,859,223,1208,0,5,1,4,1494,0,0,1494,1,0,2,0,3,1,3,7,7,2,1,1,3896676,0,2,461,3,3,2,296,0,186,0,0,0,3,0,4,4040100,8,169000,1,4206,32334617448
1145,30,6,50,6000,1,3,3,0,4,0,3,2,2,0,2,5,7,3690241,3802500,1,1,13,14,2,0,3,3,1,3,3,4,3,616,6,0,0,616,0,4,1,4,616,0,0,616,0,0,1,0,2,1,3,4,7,0,3,5,3690241,3,1,205,3,3,2,0,0,129,0,0,0,3,0,6,4024036,8,89000,1,1848,6808494645
1146,60,5,63,8402,1,0,3,0,4,0,8,2,2,0,5,6,5,3992004,3992004,1,1,12,12,2,0,3,3,2,4,3,4,6,0,6,0,789,789,0,4,1,4,789,676,0,1465,0,0,2,1,3,1,3,7,7,1,2,1,3992004,0,2,393,3,3,2,0,75,0,0,0,0,3,0,5,4040100,8,180400,0,3118,28239436296
1147,20,5,85,10655,1,0,3,0,4,0,19,2,2,0,2,8,5,4012009,4016016,1,1,12,12,1,296,4,3,2,4,3,4,2,1124,4,479,1603,3206,0,5,1,4,1629,0,0,1629,1,0,2,0,3,1,4,7,7,1,2,1,4012009,2,3,880,3,3,2,0,0,0,0,0,0,3,0,10,4036081,8,284000,1,8041,95325333840
1148,20,5,70,10150,1,3,3,0,4,0,15,1,2,0,2,5,5,3833764,3833764,1,1,13,13,2,1,3,3,1,3,3,4,5,456,6,0,456,912,0,5,1,0,912,0,0,912,0,0,1,0,2,1,3,5,7,0,3,1,3833764,2,1,275,3,3,2,0,0,0,0,0,0,3,0,7,4028049,0,114500,0,2736,9488565900
1149,20,5,84,10084,1,3,3,0,4,0,5,2,2,0,2,7,5,4020025,4024036,1,1,12,12,1,196,4,3,2,4,3,0,2,24,6,0,1528,1552,0,5,1,4,1552,0,0,1552,0,0,2,0,3,1,4,7,7,0,3,1,4020025,2,3,782,3,3,2,144,20,0,0,0,0,3,0,7,4024036,6,212900,1,4820,84878807850
1150,20,5,67,16285,1,1,3,0,4,0,5,2,2,0,2,7,5,4004001,4008004,1,1,12,12,2,0,4,3,2,4,3,4,6,0,6,0,1413,1413,0,5,1,4,1430,0,0,1430,0,0,2,0,3,1,4,6,7,0,3,1,4004001,2,2,605,3,3,2,0,33,0,0,0,0,3,0,6,4036081,8,187100,1,4289,43603570890
1151,160,2,34,3230,1,3,3,0,0,0,24,2,2,4,5,6,5,3996001,3996001,1,1,8,8,1,1129,3,3,2,4,3,4,2,419,6,0,310,729,0,4,1,4,729,729,0,1458,0,0,2,1,2,1,3,5,7,1,1,5,3996001,3,2,440,3,3,2,0,32,0,0,0,0,3,0,6,4028049,8,176000,0,2948,31648327920
1152,20,5,0,21579,1,0,3,0,1,0,6,2,2,0,2,6,6,3873024,3873024,3,1,6,3,2,0,3,3,2,4,3,4,1,813,6,0,675,1488,0,5,1,4,1488,0,0,1488,0,1,2,0,3,1,3,7,7,2,2,1,3873024,2,2,552,3,3,2,0,0,216,0,0,0,3,0,9,4028049,1,215000,0,4464,38482366464
1153,60,5,64,8320,1,3,3,0,4,0,5,2,2,0,5,7,5,4016016,4016016,1,1,12,12,2,0,4,3,2,4,3,4,2,490,6,0,280,770,0,5,1,4,770,812,0,1582,0,0,2,1,3,1,4,6,7,0,3,1,4016016,2,2,520,3,3,2,0,45,0,0,0,0,3,0,9,4032064,8,185900,0,3167,37589909760
1154,20,5,60,6960,1,3,3,0,4,0,15,2,2,0,2,4,6,3880900,3880900,1,1,6,9,2,0,3,3,1,3,3,4,0,375,1,239,250,864,0,3,1,4,864,0,0,864,0,0,1,0,3,1,4,5,7,0,3,5,3956121,3,2,660,3,3,2,96,0,0,0,0,0,3,500,11,4036081,8,120500,0,2688,46998717480
1155,60,5,60,21930,1,2,3,0,4,0,8,6,2,0,5,5,5,4020025,4020025,1,1,12,12,2,0,4,3,2,4,4,0,6,0,6,0,732,732,0,5,1,4,734,1104,0,1838,0,0,2,1,4,1,3,7,7,1,2,3,4020025,0,2,372,3,3,2,100,40,0,0,0,0,3,0,7,4024036,8,192140,0,3442,26918087400
1156,20,5,60,6600,1,3,3,0,4,0,14,2,2,0,2,5,9,3928324,4032064,1,1,12,12,2,0,4,4,1,3,3,4,0,641,6,0,175,816,0,5,1,4,816,0,0,816,0,1,1,0,3,1,4,5,7,1,0,1,3928324,3,1,264,3,3,2,0,0,0,0,0,0,3,0,10,4032064,8,130500,1,2448,9333697824
1157,50,5,50,8405,1,3,3,0,4,0,7,2,2,0,0,4,3,3783025,3802500,1,1,14,14,2,0,3,3,3,0,0,3,4,0,4,0,0,0,4,3,0,1,1088,441,0,1529,0,0,2,0,4,1,3,9,4,0,3,5,3783025,3,1,240,3,3,0,92,0,185,0,0,0,3,0,4,4036081,8,98000,1,1621,8171334000
1158,20,5,91,11778,1,3,3,0,4,0,5,2,2,0,2,9,5,4032064,4032064,3,1,12,12,3,554,4,3,2,4,3,1,2,2085,6,0,186,2271,0,5,1,4,2276,0,0,2276,1,0,2,0,3,1,5,7,7,2,2,1,4032064,2,3,1348,4,3,2,0,0,70,0,255,0,3,0,6,4032064,8,475000,0,6818,195668001792
1159,30,6,60,8967,1,3,3,0,0,0,11,2,2,0,2,5,2,3686400,3802500,1,1,8,8,2,0,3,2,0,2,1,4,6,0,6,0,961,961,0,4,1,3,1077,0,0,1077,0,0,1,0,2,1,3,6,1,0,3,5,3686400,3,1,338,1,1,0,0,0,0,0,0,0,3,0,11,4028049,8,67000,1,2999,1246003200
1160,60,5,86,10562,1,3,3,0,4,0,19,2,2,0,5,8,5,4028049,4028049,1,1,12,12,3,300,4,3,2,5,3,4,2,1288,6,0,294,1582,0,5,1,4,1610,551,0,2161,1,0,1,1,3,1,5,8,7,1,2,1,4028049,0,3,789,3,3,2,178,120,0,0,0,0,3,0,11,4028049,6,325624,0,5623,85809527847
1161,20,5,44,12864,1,0,3,0,1,0,14,2,2,0,2,7,5,4008004,4008004,1,1,12,12,2,0,4,3,2,4,3,4,2,1392,6,0,17,1409,0,5,1,4,1409,0,0,1409,1,0,1,1,1,1,4,4,7,1,2,1,4008004,2,2,576,3,3,2,0,144,0,0,145,0,3,0,7,4028049,8,245000,0,4371,41554985472
1162,20,5,66,13695,1,3,3,0,4,0,23,5,2,0,2,5,5,4016016,4016016,1,1,12,12,2,0,3,3,2,3,3,4,2,646,6,0,468,1114,0,5,1,4,1114,0,0,1114,1,0,1,1,3,1,4,6,7,0,3,5,4016016,3,2,576,3,3,2,0,102,0,0,0,0,3,0,6,4032064,8,159000,0,3444,41638053888
1163,20,5,79,10289,1,3,3,0,4,0,15,2,2,0,2,5,7,3861225,3861225,3,1,8,8,1,168,3,3,1,3,3,4,0,836,6,0,237,1073,0,3,1,4,1073,0,0,1073,1,0,1,1,3,1,3,6,7,0,3,1,3861225,2,2,515,3,3,2,0,0,0,0,0,0,3,0,6,4028049,8,156000,0,3219,35793555750
1164,20,5,105,15431,1,3,3,0,4,0,19,2,2,0,2,10,5,4032064,4032064,3,1,12,12,3,200,5,3,2,5,3,1,2,1767,0,539,788,3094,0,5,1,4,2402,0,0,2402,1,0,2,0,2,1,5,10,7,2,2,1,4032064,0,3,672,3,3,2,0,72,0,0,170,0,3,0,4,4036081,8,555000,0,8662,73157769216
1165,20,5,0,11120,1,0,3,0,1,0,27,2,2,0,2,6,6,3936256,3936256,1,1,9,9,2,0,3,3,2,4,3,4,1,660,6,0,572,1232,0,3,1,4,1232,0,0,1232,0,0,2,0,3,1,3,6,7,0,3,1,3936256,3,2,516,3,3,2,0,0,0,0,0,0,3,0,6,4032064,8,162500,0,3696,36559945728
1166,90,5,73,9069,1,3,3,0,4,0,23,2,2,2,6,6,8,3972049,3972049,1,1,6,6,2,0,4,4,2,4,3,0,3,261,2,1083,0,1344,0,4,1,4,1440,0,0,1440,2,0,2,0,2,2,4,8,7,0,3,1,3972049,3,4,920,3,3,2,288,0,0,0,0,0,3,0,4,4024036,8,224500,0,4416,131554262880
